Date,SPX_Index,BEST_EPS,PbyB,USD_LIBOR,USD_JPY_Curncy,
6/23/2015,2124.2,117.91,2.8915,0.187,123.94,3
6/24/2015,2108.58,117.9,2.8702,0.1865,123.85,4
6/25/2015,2102.31,117.9,2.8617,0.186,123.63,5
6/26/2015,2101.49,117.86,2.8601,0.1866,123.85,6
6/29/2015,2057.64,117.86,2.7979,0.1866,122.54,2
6/30/2015,2063.11,117.87,2.8054,0.1865,122.5,3
7/1/2015,2077.42,118.39,2.8264,0.185,123.17,4
7/2/2015,2076.78,118.4,2.824,0.18815,123.07,5
7/6/2015,2068.76,118.35,2.8105,0.1865,122.57,2
7/7/2015,2081.34,118.33,2.8276,0.1895,122.54,3
7/8/2015,2046.68,118.41,2.7806,0.1885,120.71,4
7/9/2015,2051.31,118.37,2.7873,0.1867,121.34,5
7/10/2015,2076.62,118.38,2.8217,0.186,122.78,6
7/13/2015,2099.6,118.41,2.8529,0.1873,123.43,2
7/14/2015,2108.95,118.37,2.8657,0.187,123.4,3
7/15/2015,2107.4,118.33,2.8636,0.186,123.76,4
7/16/2015,2124.29,118.38,2.8865,0.188,124.15,5
7/17/2015,2126.64,118.34,2.8897,0.1905,124.09,6
7/20/2015,2128.28,118.37,2.8892,0.189,124.27,2
7/21/2015,2119.21,118.38,2.8766,0.185,123.89,3
7/22/2015,2114.15,118.33,2.8697,0.187,123.97,4
7/23/2015,2102.15,118.3,2.8532,0.1905,123.93,5
7/24/2015,2079.65,118.38,2.8226,0.189,123.81,6
7/27/2015,2067.64,118.42,2.8061,0.189,123.25,2
7/28/2015,2093.25,118.53,2.8408,0.1908,123.56,3
7/29/2015,2108.57,118.63,2.8509,0.18955,123.94,4
7/30/2015,2108.63,118.6,2.8509,0.1885,124.14,5
7/31/2015,2103.84,118.46,2.8445,0.19175,123.89,6
8/3/2015,2098.04,118.45,2.8364,0.1905,124.03,2
8/4/2015,2093.32,118.4,2.8301,0.19075,124.38,3
8/5/2015,2099.84,118.35,2.8389,0.1935,124.87,4
8/6/2015,2083.56,118.32,2.8169,0.1915,124.74,5
8/7/2015,2077.57,118.4,2.8088,0.19125,124.24,6
8/10/2015,2104.18,118.33,2.8446,0.19255,124.63,2
8/11/2015,2084.07,118.33,2.8174,0.19345,125.13,3
8/12/2015,2086.05,118.31,2.82,0.194,124.21,4
8/13/2015,2083.39,118.31,2.8164,0.1976,124.43,5
8/14/2015,2091.54,118.32,2.8274,0.1996,124.31,6
8/17/2015,2102.44,118.32,2.8421,0.2046,124.39,2
8/18/2015,2096.92,118.32,2.8342,0.20275,124.41,3
8/19/2015,2079.61,118.31,2.8107,0.202,123.8,4
8/20/2015,2035.73,118.31,2.7514,0.2004,123.4,5
8/21/2015,1970.89,118.26,2.6638,0.1994,122.04,6
8/24/2015,1893.21,118.22,2.5588,0.1994,118.41,2
8/25/2015,1867.61,118.23,2.5242,0.19775,118.83,3
8/26/2015,1940.51,118.24,2.6228,0.198,119.92,4
8/27/2015,1987.66,118.24,2.6865,0.197,121.03,5
8/28/2015,1988.87,118.23,2.6881,0.19855,121.71,6
8/31/2015,1972.18,118.14,2.6656,0.19855,121.23,2
9/1/2015,1913.85,118.23,2.5868,0.2012,119.37,3
9/2/2015,1948.86,118.21,2.6341,0.2028,120.33,4
9/3/2015,1951.13,118.51,2.638,0.2043,120.07,5
9/4/2015,1921.22,118.52,2.5976,0.19925,118.99,6
9/8/2015,1969.41,118.47,2.6636,0.203,119.81,3
9/9/2015,1942.04,118.39,2.6266,0.204,120.5,4
9/10/2015,1952.29,118.39,2.6404,0.20635,120.62,5
9/11/2015,1961.05,118.3,2.6523,0.20655,120.59,6
9/14/2015,1953.03,118.3,2.6414,0.209,120.23,2
9/15/2015,1978.09,118.3,2.6753,0.20725,120.42,3
9/16/2015,1995.31,118.22,2.6986,0.2128,120.57,4
9/17/2015,1990.2,118.14,2.6917,0.216,120.01,5
9/18/2015,1958.03,118.11,2.6482,0.1958,119.98,6
9/21/2015,1966.97,117.83,2.6611,0.195,120.56,2
9/22/2015,1942.74,117.82,2.6283,0.1956,120.15,3
9/23/2015,1938.76,117.82,2.6229,0.1939,120.28,4
9/24/2015,1932.24,117.8,2.6141,0.1943,120.07,5
9/25/2015,1931.34,117.78,2.6117,0.1943,120.59,6
9/28/2015,1881.77,117.71,2.5359,0.1936,119.92,2
9/29/2015,1884.09,117.62,2.539,0.193,119.74,3
9/30/2015,1920.03,117.59,2.5849,0.193,119.88,4
10/1/2015,1923.82,118.33,2.59,0.194,119.93,5
10/2/2015,1951.36,118.25,2.6285,0.1947,119.91,6
10/5/2015,1987.05,118.2,2.6779,0.19375,120.46,2
10/6/2015,1979.92,118.19,2.6681,0.1941,120.23,3
10/7/2015,1995.83,118.13,2.6894,0.19605,120.01,4
10/8/2015,2013.43,118.03,2.7154,0.19545,119.93,5
10/9/2015,2014.89,117.99,2.7174,0.19685,120.27,6
10/12/2015,2017.46,117.92,2.7208,0.19325,120.04,2
10/13/2015,2003.69,117.88,2.7022,0.19575,119.75,3
10/14/2015,1994.24,117.95,2.6895,0.199,118.83,4
10/15/2015,2023.86,117.94,2.7294,0.19675,118.9,5
10/16/2015,2033.11,117.94,2.7419,0.19425,119.44,6
10/19/2015,2033.66,117.85,2.7426,0.196,119.5,2
10/20/2015,2030.77,117.78,2.7387,0.1965,119.84,3
10/21/2015,2018.94,117.81,2.7228,0.1948,119.93,4
10/22/2015,2052.51,117.82,2.768,0.19695,120.69,5
10/23/2015,2075.15,117.89,2.7986,0.1935,121.47,6
10/26/2015,2071.18,117.88,2.793,0.19355,121.1,2
10/27/2015,2065.89,117.92,2.7859,0.19075,120.46,3
10/28/2015,2090.35,118.03,2.8188,0.1883,121.09,4
10/29/2015,2089.41,118.05,2.8176,0.193,121.13,5
10/30/2015,2079.36,118.16,2.8042,0.192,120.62,6
11/2/2015,2104.05,118.37,2.824,0.19,120.76,2
11/3/2015,2109.79,118.24,2.8324,0.1922,121.07,3
11/4/2015,2102.31,118.16,2.8223,0.1932,121.57,4
11/5/2015,2099.93,118.05,2.8191,0.19475,121.75,5
11/6/2015,2099.2,118.04,2.8182,0.1945,123.13,6
11/9/2015,2078.58,118.07,2.7902,0.197,123.18,2
11/10/2015,2081.72,118.04,2.7943,0.1955,123.15,3
11/11/2015,2075,118.03,2.7853,0.19575,122.86,4
11/12/2015,2045.97,118.03,2.7464,0.197,122.61,5
11/13/2015,2023.04,118.01,2.7156,0.19725,122.61,6
11/16/2015,2053.19,118,2.7555,0.19925,123.18,2
11/17/2015,2050.44,118.08,2.7519,0.2025,123.45,3
11/18/2015,2083.58,118.16,2.8005,0.20675,123.64,4
11/19/2015,2081.24,118.06,2.7994,0.21325,122.87,5
11/20/2015,2089.17,118.01,2.81,0.2115,122.81,6
11/23/2015,2086.59,117.98,2.8065,0.221,122.84,2
11/24/2015,2089.14,117.99,2.8099,0.225,122.53,3
11/25/2015,2088.87,117.96,2.8095,0.2315,122.74,4
11/27/2015,2090.11,117.95,2.8111,0.24375,122.8,6
11/30/2015,2080.41,117.98,2.799,0.243,123.11,2
12/1/2015,2102.63,118.03,2.8296,0.24375,122.87,3
12/2/2015,2079.51,118.07,2.7984,0.251,123.24,4
12/3/2015,2049.62,118.09,2.7582,0.2686,122.61,5
12/4/2015,2091.69,118.08,2.8148,0.2755,123.11,6
12/7/2015,2077.07,118.07,2.7952,0.287,123.37,2
12/8/2015,2063.59,118.07,2.777,0.2931,122.93,3
12/9/2015,2047.62,118.05,2.7555,0.3005,121.44,4
12/10/2015,2052.23,118.04,2.7617,0.317,121.56,5
12/11/2015,2012.37,118.02,2.7081,0.3305,121.01,6
12/14/2015,2021.94,117.97,2.721,0.3445,121.03,2
12/15/2015,2043.41,117.9,2.7499,0.3505,121.68,3
12/16/2015,2073.07,117.85,2.7898,0.36,122.21,4
12/17/2015,2041.89,117.87,2.748,0.4021,122.56,5
12/18/2015,2005.55,117.87,2.6991,0.413,121.16,6
12/21/2015,2021.15,117.64,2.7208,0.4195,121.19,2
12/22/2015,2038.97,117.59,2.7447,0.4175,121.07,3
12/23/2015,2064.29,117.53,2.7788,0.4216,120.92,4
12/24/2015,2060.99,117.53,2.7744,0.4219,120.43,5
12/28/2015,2056.5,117.52,2.7653,0.4219,120.4,2
12/29/2015,2078.36,117.58,2.7944,0.4239,120.46,3
12/30/2015,2063.36,117.55,2.7742,0.4275,120.52,4
12/31/2015,2043.94,117.55,2.7634,0.4295,120.22,5
1/4/2016,2012.66,124.2,2.7227,0.4225,119.44,2
1/5/2016,2016.71,124.11,2.729,0.422,119.06,3
1/6/2016,1990.26,124.08,2.6932,0.4235,118.47,4
1/7/2016,1943.09,123.96,2.6294,0.4235,117.67,5
1/8/2016,1922.03,123.78,2.6009,0.4238,117.26,6
1/11/2016,1923.67,123.61,2.6031,0.424,117.76,2
1/12/2016,1938.68,123.32,2.6234,0.4245,117.65,3
1/13/2016,1890.28,123.02,2.5579,0.4255,117.68,4
1/14/2016,1921.84,122.89,2.6006,0.4255,118.06,5
1/15/2016,1880.33,122.74,2.5446,0.4255,116.98,6
1/19/2016,1881.33,122.25,2.5463,0.425,117.64,3
1/20/2016,1859.33,122.02,2.5165,0.4253,116.94,4
1/21/2016,1868.99,121.82,2.5296,0.4265,117.7,5
1/22/2016,1906.9,121.68,2.5809,0.4255,118.78,6
1/25/2016,1877.08,121.48,2.54,0.4306,118.3,2
1/26/2016,1903.63,121.24,2.576,0.4306,118.42,3
1/27/2016,1882.95,120.87,2.5478,0.428,118.68,4
1/28/2016,1893.36,120.71,2.5619,0.4262,118.82,5
1/29/2016,1940.24,120.68,2.6262,0.425,121.14,6
2/1/2016,1939.38,120.88,2.634,0.427,120.99,2
2/2/2016,1903.03,120.78,2.5846,0.4285,119.97,3
2/3/2016,1912.53,120.56,2.5975,0.4285,117.9,4
2/4/2016,1915.45,120.45,2.6015,0.4277,116.78,5
2/5/2016,1880.05,120.27,2.5534,0.4289,116.87,6
2/8/2016,1853.44,120.22,2.5165,0.42925,115.85,2
2/9/2016,1852.21,120.12,2.5149,0.4285,115.11,3
2/10/2016,1851.86,120.1,2.5144,0.4265,113.35,4
2/11/2016,1829.08,120.1,2.4835,0.427,112.42,5
2/12/2016,1864.78,120.03,2.5319,0.4305,113.25,6
2/16/2016,1895.58,119.93,2.5737,0.4295,114.07,3
2/17/2016,1926.82,119.98,2.616,0.43005,114.1,4
2/18/2016,1917.83,119.96,2.6038,0.432,113.24,5
2/19/2016,1917.78,119.8,2.6035,0.4335,112.63,6
2/22/2016,1945.5,119.59,2.6398,0.4335,112.92,2
2/23/2016,1921.27,119.5,2.6069,0.4358,112.1,3
2/24/2016,1929.8,119.37,2.6186,0.4338,112.18,4
2/25/2016,1951.7,119.37,2.6483,0.4385,113,5
2/26/2016,1948.05,119.31,2.6433,0.4385,114,6
2/29/2016,1932.23,119.12,2.6213,0.4405,112.69,2
3/1/2016,1978.35,119.08,2.6837,0.43525,114.01,3
3/2/2016,1986.45,119.03,2.6932,0.4376,113.48,4
3/3/2016,1993.4,119.02,2.7026,0.4405,113.69,5
3/4/2016,1999.99,118.99,2.7125,0.438,113.74,6
3/7/2016,2001.76,118.88,2.7157,0.4405,113.46,2
3/8/2016,1979.26,118.82,2.6851,0.44185,112.62,3
3/9/2016,1989.26,118.72,2.6987,0.438,113.35,4
3/10/2016,1989.57,118.7,2.6991,0.4381,113.19,5
3/11/2016,2022.19,118.5,2.7434,0.4362,113.86,6
3/14/2016,2019.64,118.48,2.7399,0.4413,113.82,2
3/15/2016,2015.93,118.43,2.7349,0.44125,113.18,3
3/16/2016,2027.22,118.42,2.7502,0.4399,112.56,4
3/17/2016,2040.59,118.42,2.7683,0.4321,111.39,5
3/18/2016,2049.58,118.4,2.7805,0.4283,111.55,6
3/21/2016,2051.6,118.16,2.7839,0.4318,111.95,2
3/22/2016,2049.8,118.14,2.7814,0.4315,112.37,3
3/23/2016,2036.71,118.1,2.7637,0.433,112.38,4
3/24/2016,2035.94,118.08,2.7626,0.435,112.9,5
3/28/2016,2037.05,118.08,2.7633,0.435,113.45,2
3/29/2016,2055.01,118.08,2.7877,0.4329,112.7,3
3/30/2016,2063.95,118.02,2.804,0.434,112.43,4
3/31/2016,2059.74,117.95,2.7582,0.43725,112.57,5
4/1/2016,2072.78,117.98,2.7762,0.43735,111.69,6
4/4/2016,2066.13,117.95,2.7672,0.4402,111.34,2
4/5/2016,2045.17,117.89,2.7391,0.4385,110.34,3
4/6/2016,2066.66,117.87,2.7679,0.439,109.79,4
4/7/2016,2041.91,117.85,2.7348,0.43645,108.21,5
4/8/2016,2047.6,117.85,2.7418,0.4347,108.07,6
4/11/2016,2041.99,117.74,2.7342,0.4359,107.94,2
4/12/2016,2061.72,117.67,2.7606,0.43715,108.54,3
4/13/2016,2082.42,117.65,2.7884,0.43275,109.34,4
4/14/2016,2082.78,117.63,2.7888,0.43625,109.4,5
4/15/2016,2080.73,117.6,2.7861,0.43625,108.76,6
4/18/2016,2094.34,117.56,2.8062,0.43875,108.82,2
4/19/2016,2100.8,117.54,2.8149,0.44115,109.21,3
4/20/2016,2102.4,117.46,2.817,0.44125,109.84,4
4/21/2016,2091.48,117.41,2.8024,0.43885,109.46,5
4/22/2016,2091.58,117.37,2.8026,0.43645,111.79,6
4/25/2016,2087.79,117.25,2.7991,0.43695,111.2,2
4/26/2016,2091.7,117.14,2.8043,0.4377,111.31,3
4/27/2016,2095.15,117.15,2.8089,0.4352,111.46,4
4/28/2016,2075.81,117.2,2.783,0.4388,108.11,5
4/29/2016,2065.3,117.3,2.7685,0.43575,106.5,6
5/2/2016,2081.43,117.42,2.7843,0.43575,106.41,2
5/3/2016,2063.37,117.42,2.7616,0.4359,106.6,3
5/4/2016,2051.12,117.39,2.7451,0.4359,107.01,4
5/5/2016,2050.63,117.35,2.7445,0.43715,107.26,5
5/6/2016,2057.14,117.43,2.7532,0.4379,107.12,6
5/9/2016,2058.69,117.41,2.7552,0.43865,108.32,2
5/10/2016,2084.39,117.39,2.7896,0.4373,109.27,3
5/11/2016,2064.46,117.38,2.7629,0.43465,108.41,4
5/12/2016,2064.11,117.36,2.7624,0.43445,109.02,5
5/13/2016,2046.61,117.33,2.7384,0.43395,108.63,6
5/16/2016,2066.66,117.39,2.7651,0.4362,109.03,2
5/17/2016,2047.21,117.37,2.7391,0.4387,109.14,3
5/18/2016,2047.63,117.45,2.7353,0.43845,110.19,4
5/19/2016,2040.04,117.46,2.7252,0.443,109.96,5
5/20/2016,2052.32,117.49,2.7416,0.44325,110.15,6
5/23/2016,2048.04,117.52,2.7355,0.446,109.24,2
5/24/2016,2076.06,117.52,2.773,0.4442,109.99,3
5/25/2016,2090.54,117.52,2.7923,0.4497,110.19,4
5/26/2016,2090.1,117.51,2.7917,0.45445,109.76,5
5/27/2016,2099.06,117.51,2.8037,0.45665,110.31,6
5/31/2016,2096.96,117.53,2.7968,0.46885,110.73,3
6/1/2016,2099.33,117.76,2.8,0.46955,109.54,4
6/2/2016,2105.26,117.76,2.8079,0.46305,108.87,5
6/3/2016,2099.13,117.86,2.7993,0.4648,106.53,6
6/6/2016,2109.41,117.85,2.813,0.44705,107.56,2
6/7/2016,2112.13,117.86,2.8166,0.4458,107.37,3
6/8/2016,2119.12,117.85,2.826,0.4453,106.99,4
6/9/2016,2115.48,117.84,2.8211,0.44705,107.1,5
6/10/2016,2096.07,117.83,2.7951,0.44655,106.97,6
6/13/2016,2079.06,117.82,2.7719,0.44205,106.26,2
6/14/2016,2075.32,117.84,2.7669,0.4423,106.11,3
6/15/2016,2071.5,117.81,2.7618,0.44605,106.01,4
6/16/2016,2077.99,117.79,2.7705,0.44805,104.26,5
6/17/2016,2071.22,117.72,2.7614,0.4478,104.16,6
6/20/2016,2083.25,117.55,2.7771,0.44805,103.94,2
6/21/2016,2088.9,117.53,2.7847,0.4508,104.75,3
6/22/2016,2085.45,117.53,2.7801,0.45205,104.41,4
6/23/2016,2113.32,117.53,2.8172,0.4533,106.16,5
6/24/2016,2037.41,117.52,2.7121,0.4493,102.22,6
6/27/2016,2000.54,117.5,2.663,0.4588,102,2
6/28/2016,2036.09,117.47,2.7103,0.4603,102.75,3
6/29/2016,2070.77,117.43,2.7565,0.46655,102.83,4
6/30/2016,2098.86,117.4,2.7548,0.46505,103.2,5
7/1/2016,2102.95,117.84,2.7599,0.46755,102.52,6
7/5/2016,2088.55,117.86,2.7397,0.4703,101.74,3
7/6/2016,2099.73,117.89,2.7545,0.47255,101.32,4
7/7/2016,2097.9,117.89,2.7521,0.4743,100.77,5
7/8/2016,2129.9,117.82,2.7941,0.4758,100.54,6
7/11/2016,2137.16,117.71,2.8036,0.47785,102.8,2
7/12/2016,2152.14,117.69,2.8232,0.47935,104.69,3
7/13/2016,2152.43,117.7,2.8236,0.48135,104.49,4
7/14/2016,2163.75,117.73,2.8385,0.4821,105.35,5
7/15/2016,2161.74,117.75,2.8358,0.4833,104.88,6
7/18/2016,2166.89,117.76,2.8425,0.48655,106.16,2
7/19/2016,2163.78,117.8,2.8385,0.4853,106.12,3
7/20/2016,2173.02,117.77,2.8506,0.4874,106.89,4
7/21/2016,2165.17,117.81,2.8403,0.4879,105.82,5
7/22/2016,2175.03,117.76,2.8532,0.4904,106.13,6
7/25/2016,2168.48,117.76,2.8446,0.4909,105.81,2
7/26/2016,2169.18,117.78,2.8455,0.49265,104.66,3
7/27/2016,2166.58,117.98,2.8421,0.49565,105.4,4
7/28/2016,2170.06,118.04,2.8467,0.4939,105.27,5
7/29/2016,2173.6,117.87,2.8517,0.4959,102.06,6
8/1/2016,2170.84,117.73,2.8451,0.4939,102.39,2
8/2/2016,2157.03,117.71,2.827,0.4939,100.89,3
8/3/2016,2163.79,117.72,2.8358,0.4969,101.24,4
8/4/2016,2164.25,117.67,2.8364,0.4984,101.22,5
8/5/2016,2182.87,117.67,2.8608,0.5039,101.82,6
8/8/2016,2180.89,117.58,2.8582,0.5119,102.45,2
8/9/2016,2181.74,117.57,2.8593,0.51315,101.88,3
8/10/2016,2175.49,117.53,2.8511,0.51765,101.29,4
8/11/2016,2185.79,117.54,2.8646,0.50765,101.96,5
8/12/2016,2184.05,117.55,2.8623,0.50665,101.3,6
8/15/2016,2190.15,117.56,2.8703,0.50744,101.26,2
8/16/2016,2178.15,117.58,2.8545,0.50744,100.31,3
8/17/2016,2182.22,117.55,2.8599,0.51411,100.28,4
8/18/2016,2187.02,117.55,2.8662,0.51244,99.89,5
8/19/2016,2183.87,117.6,2.8614,0.52106,100.22,6
8/22/2016,2182.64,117.61,2.8598,0.52217,100.33,2
8/23/2016,2186.9,117.62,2.8654,0.52439,100.24,3
8/24/2016,2175.44,117.62,2.8503,0.51994,100.45,4
8/25/2016,2172.47,117.61,2.8464,0.52383,100.53,5
8/26/2016,2169.04,117.61,2.842,0.52439,101.84,6
8/29/2016,2180.38,117.62,2.8565,0.52439,101.92,2
8/30/2016,2176.12,117.64,2.851,0.52322,102.96,3
8/31/2016,2170.95,117.63,2.8438,0.52489,103.43,4
9/1/2016,2170.86,117.87,2.8437,0.52294,103.23,5
9/2/2016,2179.98,117.85,2.8557,0.52572,103.92,6
9/6/2016,2186.48,117.76,2.8653,0.51656,102.02,3
9/7/2016,2186.16,117.75,2.8633,0.51322,101.74,4
9/8/2016,2181.3,117.57,2.8546,0.51822,102.49,5
9/9/2016,2127.81,117.54,2.7846,0.52689,102.69,6
9/12/2016,2159.04,117.54,2.8254,0.52772,101.85,2
9/13/2016,2127.02,117.53,2.7835,0.52428,102.56,3
9/14/2016,2125.77,117.53,2.7819,0.52956,102.43,4
9/15/2016,2147.26,117.52,2.81,0.53094,102.1,5
9/16/2016,2139.16,117.53,2.7994,0.53178,102.29,6
9/19/2016,2139.12,117.28,2.8043,0.53617,101.93,2
9/20/2016,2139.76,117.2,2.8051,0.54306,101.7,3
9/21/2016,2163.12,117.2,2.8357,0.54633,100.32,4
9/22/2016,2177.18,117.22,2.854,0.52528,100.76,5
9/23/2016,2164.69,117.04,2.838,0.52222,101.02,6
9/26/2016,2146.1,117.02,2.8118,0.52444,100.33,2
9/27/2016,2159.93,117.02,2.8299,0.52667,100.43,3
9/28/2016,2171.37,116.96,2.8449,0.52438,100.69,4
9/29/2016,2151.13,116.99,2.8184,0.52722,101.03,5
9/30/2016,2168.27,117.01,2.7942,0.53111,101.35,6
10/3/2016,2161.2,117.92,2.7832,0.52833,101.65,2
10/4/2016,2150.49,117.9,2.7689,0.52722,102.9,3
10/5/2016,2159.73,118.05,2.7808,0.52567,103.5,4
10/6/2016,2160.77,118.04,2.7821,0.52956,103.95,5
10/7/2016,2153.74,118.05,2.7731,0.529,102.98,6
10/10/2016,2163.66,118.05,2.7871,0.52956,103.61,2
10/11/2016,2136.73,118.02,2.7524,0.53067,103.51,3
10/12/2016,2139.18,118.02,2.7556,0.53456,104.21,4
10/13/2016,2132.55,118.01,2.747,0.53456,103.71,5
10/14/2016,2132.98,118.04,2.7476,0.53567,104.18,6
10/17/2016,2126.5,118.15,2.7395,0.52789,103.89,2
10/18/2016,2139.6,118.22,2.7564,0.52567,103.87,3
10/19/2016,2144.29,118.25,2.7625,0.52456,103.44,4
10/20/2016,2141.34,118.28,2.7585,0.524,103.95,5
10/21/2016,2141.16,118.39,2.7582,0.534,103.8,6
10/24/2016,2151.33,118.44,2.771,0.534,104.18,2
10/25/2016,2143.16,118.47,2.7605,0.53589,104.22,3
10/26/2016,2139.43,118.56,2.7557,0.53478,104.47,4
10/27/2016,2133.04,118.65,2.7475,0.53433,105.29,5
10/28/2016,2126.41,118.69,2.7391,0.53267,104.74,6
10/31/2016,2126.15,118.76,2.7374,0.53378,104.82,2
11/1/2016,2111.72,118.9,2.7166,0.53044,104.15,3
11/2/2016,2097.94,118.93,2.7018,0.532,103.3,4
11/3/2016,2088.66,118.92,2.6898,0.53256,102.98,5
11/4/2016,2085.18,118.9,2.6854,0.53533,103.12,6
11/7/2016,2131.52,118.93,2.7453,0.53533,104.46,2
11/8/2016,2139.56,118.94,2.7556,0.537,105.16,3
11/9/2016,2163.26,118.93,2.7862,0.53644,105.67,4
11/10/2016,2167.48,118.95,2.791,0.53817,106.83,5
11/11/2016,2164.45,118.91,2.7871,0.53817,106.65,6
11/14/2016,2164.2,118.91,2.7869,0.54206,108.42,2
11/15/2016,2180.39,119,2.807,0.55011,109.2,3
11/16/2016,2176.94,119,2.8026,0.55456,109.08,4
11/17/2016,2187.12,119,2.8157,0.56178,110.12,5
11/18/2016,2181.9,119.01,2.8089,0.566,110.91,6
11/21/2016,2198.18,119.04,2.8314,0.56778,110.82,2
11/22/2016,2202.94,119,2.8375,0.58422,111.14,3
11/23/2016,2204.72,119,2.8398,0.592,112.52,4
11/25/2016,2213.35,118.99,2.8509,0.60589,113.22,6
11/28/2016,2201.72,119,2.8362,0.60561,111.94,2
11/29/2016,2204.66,118.99,2.84,0.61672,112.38,3
11/30/2016,2198.81,119.01,2.8322,0.62367,114.46,4
12/1/2016,2191.08,119.1,2.8222,0.6345,114.1,5
12/2/2016,2191.95,119.05,2.8228,0.64667,113.51,6
12/5/2016,2204.71,119,2.8392,0.65194,113.85,2
12/6/2016,2212.23,119.03,2.8489,0.64889,114.02,3
12/7/2016,2241.35,119.03,2.8864,0.65417,113.77,4
12/8/2016,2246.19,119.05,2.8927,0.66389,114.04,5
12/9/2016,2259.53,119.07,2.9098,0.68,115.32,6
12/12/2016,2256.96,119.02,2.9065,0.69472,115.02,2
12/13/2016,2271.72,118.62,2.9255,0.70389,115.19,3
12/14/2016,2253.28,118.62,2.9018,0.70728,117.04,4
12/15/2016,2262.03,118.65,2.9131,0.73622,118.18,5
12/16/2016,2258.07,118.64,2.908,0.739,117.93,6
12/19/2016,2262.53,118.48,2.9177,0.744,117.09,2
12/20/2016,2270.76,118.49,2.9283,0.749,117.86,3
12/21/2016,2265.18,118.49,2.9211,0.755,117.55,4
12/22/2016,2260.96,118.53,2.9156,0.75611,117.54,5
12/23/2016,2263.79,118.53,2.9193,0.76111,117.33,6
12/27/2016,2268.88,118.53,2.9259,0.76111,117.43,3
12/28/2016,2249.92,118.53,2.9015,0.77,117.26,4
12/29/2016,2249.26,118.52,2.9006,0.77111,116.54,5
12/30/2016,2238.83,118.52,2.887,0.77167,116.96,6
1/3/2017,2257.83,130.07,2.9404,0.77333,117.75,3
1/4/2017,2270.75,130.05,2.9581,0.76556,117.25,4
1/5/2017,2269,130.01,2.9559,0.76556,115.35,5
1/6/2017,2276.98,130.02,2.9663,0.76333,117.02,6
1/9/2017,2268.9,130.01,2.9558,0.76333,116.03,2
1/10/2017,2268.9,130.04,2.9558,0.765,115.77,3
1/11/2017,2275.32,130.02,2.9644,0.76722,115.41,4
1/12/2017,2270.44,130.05,2.958,0.76722,114.72,5
1/13/2017,2274.64,130.11,2.9635,0.76833,114.49,6
1/17/2017,2267.89,130.13,2.9546,0.76944,112.62,3
1/18/2017,2271.89,130.11,2.9565,0.77667,114.65,4
1/19/2017,2263.69,130.11,2.9458,0.77639,114.86,5
1/20/2017,2271.31,130.13,2.9557,0.77528,114.62,6
1/23/2017,2265.2,130.08,2.9478,0.77111,112.71,2
1/24/2017,2280.07,130.11,2.9671,0.77333,113.79,3
1/25/2017,2298.37,130.01,2.9909,0.77611,113.28,4
1/26/2017,2296.68,129.94,2.9887,0.77611,114.53,5
1/27/2017,2294.69,129.92,2.9865,0.77833,115.1,6
1/30/2017,2280.9,129.85,2.9673,0.78,113.77,2
1/31/2017,2278.87,129.89,2.9652,0.77944,112.8,3
2/1/2017,2279.55,130.21,2.9661,0.78,113.25,4
2/2/2017,2280.85,130.27,2.9666,0.77667,112.8,5
2/3/2017,2297.42,130.2,2.9882,0.77556,112.61,6
2/6/2017,2292.56,130.2,2.9819,0.77528,111.74,2
2/7/2017,2293.08,130.14,2.9825,0.77278,112.39,3
2/8/2017,2294.67,129.91,2.9846,0.77167,111.93,4
2/9/2017,2307.87,129.86,3.0018,0.77056,113.25,5
2/10/2017,2316.1,129.84,3.0125,0.77111,113.22,6
2/13/2017,2328.25,129.78,3.028,0.77,113.74,2
2/14/2017,2337.58,129.79,3.0402,0.77,114.26,3
2/15/2017,2349.25,129.8,3.0553,0.77222,114.16,4
2/16/2017,2347.22,129.79,3.0527,0.78056,113.24,5
2/17/2017,2351.16,129.68,3.0578,0.77944,112.84,6
2/21/2017,2365.38,129.67,3.0763,0.77944,113.68,3
2/22/2017,2362.82,129.68,3.073,0.77944,113.31,4
2/23/2017,2363.81,129.69,3.0743,0.77833,112.61,5
2/24/2017,2367.34,129.61,3.0789,0.78056,112.12,6
2/27/2017,2369.75,129.55,3.0816,0.78444,112.7,2
2/28/2017,2363.64,129.44,3.0736,0.78889,112.77,3
3/1/2017,2395.96,129.4,3.1161,0.81056,113.73,4
3/2/2017,2381.92,129.34,3.0978,0.83,114.41,5
3/3/2017,2383.12,129.31,3.0992,0.83444,114.04,6
3/6/2017,2375.31,129.33,3.089,0.84667,113.89,2
3/7/2017,2368.39,129.28,3.08,0.85444,113.98,3
3/8/2017,2362.98,129.28,3.0729,0.85778,114.35,4
3/9/2017,2364.87,129.24,3.0754,0.88139,114.95,5
3/10/2017,2372.6,129.23,3.0854,0.89056,114.79,6
3/13/2017,2373.47,129.21,3.0889,0.91222,114.88,2
3/14/2017,2365.45,129.22,3.0785,0.92833,114.75,3
3/15/2017,2385.26,129.22,3.1042,0.94278,113.38,4
3/16/2017,2381.38,129.23,3.0993,0.97833,113.31,5
3/17/2017,2378.25,129.24,3.0952,0.97611,112.7,6
3/20/2017,2373.47,129.07,3.093,0.97722,112.55,2
3/21/2017,2344.02,129.09,3.0546,0.97722,111.71,3
