Date,SPX_Index,BEST_EPS,PbyB,USD_LIBOR,USD_JPY_Curncy,
3/22/2017,2348.45,129.05,3.0604,0.98389,111.16,4
3/23/2017,2345.96,129.08,3.0571,0.98167,110.94,5
3/24/2017,2343.98,129.14,3.0546,0.98278,111.34,6
3/27/2017,2341.59,129.09,3.0512,0.98222,110.66,2
3/28/2017,2358.57,129.06,3.0733,0.98222,111.15,3
3/29/2017,2361.13,129.06,3.0767,0.98222,111.04,4
3/30/2017,2368.06,129.05,3.0857,0.98278,111.92,5
3/31/2017,2362.72,129.03,3.0458,0.98278,111.39,6
4/3/2017,2358.84,129.04,3.0379,0.98333,110.9,2
4/4/2017,2360.16,129.18,3.0385,0.98611,110.74,3
4/5/2017,2352.95,129.14,3.0296,0.98556,110.7,4
4/6/2017,2357.49,129.15,3.0355,0.98944,110.81,5
4/7/2017,2355.54,129.15,3.0329,0.99,111.09,6
4/10/2017,2357.16,129.17,3.035,0.98833,110.94,2
4/11/2017,2353.78,129.18,3.0307,0.99,109.62,3
4/12/2017,2344.93,129.16,3.0193,0.99389,109.03,4
4/13/2017,2328.95,129.17,2.9987,0.99444,109.09,5
4/17/2017,2349.01,129.17,3.0244,0.99444,108.91,2
4/18/2017,2342.19,129.25,3.0156,0.99278,108.43,3
4/19/2017,2338.17,129.25,3.0106,0.99111,108.86,4
4/20/2017,2355.84,129.24,3.0334,0.98833,109.32,5
4/21/2017,2348.69,129.25,3.0242,0.99056,109.09,6
4/24/2017,2374.15,129.28,3.0569,0.99111,109.77,2
4/25/2017,2388.61,129.35,3.0754,0.99222,111.09,3
4/26/2017,2387.45,129.4,3.0739,0.99278,111.06,4
4/27/2017,2388.77,129.5,3.0756,0.995,111.26,5
4/28/2017,2384.2,129.62,3.0693,0.995,111.49,6
5/1/2017,2388.33,129.77,3.0721,0.995,111.84,2
5/2/2017,2391.17,129.82,3.0758,0.99278,111.99,3
5/3/2017,2388.13,129.81,3.0719,0.99167,112.75,4
5/4/2017,2389.52,129.9,3.0736,0.99278,112.46,5
5/5/2017,2399.29,129.9,3.0865,0.99444,112.71,6
5/8/2017,2399.38,129.85,3.0873,0.99411,113.26,2
5/9/2017,2396.92,129.84,3.0841,0.98856,113.98,3
5/10/2017,2399.63,129.86,3.0876,0.98856,114.28,4
5/11/2017,2394.44,129.83,3.081,0.98911,113.86,5
5/12/2017,2390.9,129.8,3.0765,0.99244,113.38,6
5/15/2017,2402.32,129.82,3.0926,1.00078,113.79,2
5/16/2017,2400.67,129.81,3.0905,0.99911,113.12,3
5/17/2017,2357.03,129.82,3.0343,1.00356,110.83,4
5/18/2017,2365.72,129.88,3.0455,1.00994,111.49,5
5/19/2017,2381.73,129.92,3.0661,1.01711,111.26,6
5/22/2017,2394.02,129.97,3.0822,1.02939,111.3,2
5/23/2017,2398.42,129.96,3.0879,1.02356,111.78,3
5/24/2017,2404.39,129.97,3.0956,1.03272,111.49,4
5/25/2017,2415.07,129.97,3.1093,1.04383,111.84,5
5/26/2017,2415.82,129.97,3.1103,1.04467,111.33,6
5/30/2017,2412.91,129.94,3.1064,1.0505,110.85,3
5/31/2017,2411.8,129.93,3.1024,1.06033,110.78,4
6/1/2017,2430.06,130.1,3.1239,1.07589,111.37,5
6/2/2017,2439.07,130.08,3.1359,1.08617,110.4,6
6/5/2017,2436.1,130.06,3.1321,1.08422,110.45,2
6/6/2017,2429.33,130.07,3.1234,1.08867,109.41,3
6/7/2017,2433.14,130.07,3.1282,1.096,109.82,4
6/8/2017,2433.79,130.04,3.1291,1.11711,110.02,5
6/9/2017,2431.77,130,3.1265,1.12711,110.32,6
6/12/2017,2429.39,129.99,3.1235,1.13933,109.95,2
6/13/2017,2440.35,129.98,3.1376,1.15889,110.07,3
6/14/2017,2437.92,129.96,3.1345,1.17167,109.58,4
6/15/2017,2432.46,129.93,3.1275,1.20944,110.93,5
6/16/2017,2433.15,129.9,3.1283,1.21222,110.88,6
6/19/2017,2453.46,129.94,3.16,1.21389,111.53,2
6/20/2017,2437.03,129.99,3.1389,1.21556,111.45,3
6/21/2017,2435.61,129.98,3.137,1.21556,111.38,4
6/22/2017,2434.5,130.02,3.1356,1.21611,111.33,5
6/23/2017,2438.3,130.01,3.1405,1.22,111.28,6
6/26/2017,2439.07,129.99,3.1415,1.22211,111.86,2
6/27/2017,2419.38,129.98,3.1161,1.22378,112.35,3
6/28/2017,2440.69,129.97,3.1436,1.22611,112.3,4
6/29/2017,2419.7,129.99,3.1165,1.22722,112.18,5
6/30/2017,2423.41,129.97,3.0595,1.22389,112.39,6
7/3/2017,2429.01,130.54,3.0634,1.22689,113.38,2
7/5/2017,2432.54,130.53,3.07,1.22333,113.26,4
7/6/2017,2409.75,130.5,3.0412,1.22444,113.22,5
7/7/2017,2425.18,130.54,3.0606,1.22633,113.92,6
7/10/2017,2427.43,130.46,3.0635,1.22389,114.04,2
7/11/2017,2425.53,130.44,3.0611,1.22389,113.94,3
7/12/2017,2443.25,130.47,3.0835,1.22444,113.17,4
7/13/2017,2447.83,130.43,3.0893,1.22556,113.28,5
7/14/2017,2459.27,130.38,3.1037,1.22611,112.53,6
7/17/2017,2459.14,130.37,3.1035,1.22833,112.63,2
7/18/2017,2460.61,130.47,3.1047,1.22778,112.07,3
7/19/2017,2473.83,130.46,3.1216,1.22889,111.97,4
7/20/2017,2473.45,130.32,3.1212,1.22722,111.91,5
7/21/2017,2472.54,130.23,3.1202,1.23222,111.13,6
7/24/2017,2469.91,130.2,3.117,1.23278,111.1,2
7/25/2017,2477.13,130.19,3.1261,1.23278,111.89,3
7/26/2017,2477.83,130.35,3.1359,1.23333,111.18,4
7/27/2017,2475.42,130.57,3.1328,1.23389,111.26,5
7/28/2017,2472.1,130.57,3.1281,1.23167,110.68,6
7/31/2017,2470.3,130.59,3.1235,1.23167,110.26,2
8/1/2017,2476.35,130.68,3.1313,1.23167,110.36,3
8/2/2017,2477.57,130.75,3.1328,1.23056,110.72,4
8/3/2017,2472.16,130.8,3.126,1.23056,110.05,5
8/4/2017,2476.83,130.83,3.1318,1.22889,110.69,6
8/7/2017,2480.91,130.86,3.1361,1.22889,110.75,2
8/8/2017,2474.92,130.77,3.1289,1.23056,110.32,3
8/9/2017,2474.02,130.73,3.1278,1.22889,110.07,4
8/10/2017,2438.21,130.78,3.0825,1.22889,109.2,5
8/11/2017,2441.32,130.81,3.0864,1.22667,109.19,6
8/14/2017,2465.84,130.82,3.1174,1.22778,109.63,2
8/15/2017,2464.61,130.82,3.1159,1.22833,110.67,3
8/16/2017,2468.11,130.81,3.1203,1.22833,110.19,4
8/17/2017,2430.01,130.77,3.0722,1.23056,109.57,5
8/18/2017,2425.55,130.81,3.0665,1.235,109.18,6
8/21/2017,2428.37,130.81,3.0701,1.23556,108.98,2
8/22/2017,2452.51,130.78,3.1007,1.23611,109.57,3
8/23/2017,2444.04,130.8,3.0899,1.23444,109.04,4
8/24/2017,2438.97,130.75,3.0835,1.23389,109.56,5
8/25/2017,2443.05,130.75,3.0887,1.23556,109.36,6
8/28/2017,2444.24,130.8,3.0903,1.23556,109.25,2
8/29/2017,2446.3,130.82,3.0925,1.23889,109.71,3
8/30/2017,2457.59,130.82,3.1068,1.23722,110.24,4
8/31/2017,2471.65,130.82,3.1223,1.23167,109.98,5
9/1/2017,2476.55,130.9,3.1276,1.23056,110.25,6
9/5/2017,2457.85,130.9,3.1036,1.23111,108.81,3
9/6/2017,2465.54,130.9,3.1123,1.23222,109.22,4
9/7/2017,2465.1,130.91,3.1118,1.235,108.45,5
9/8/2017,2461.43,130.96,3.1071,1.23611,107.84,6
9/11/2017,2488.11,130.88,3.1404,1.23611,109.39,2
9/12/2017,2496.48,130.82,3.1509,1.23667,110.17,3
9/13/2017,2498.37,130.82,3.1533,1.23444,110.49,4
9/14/2017,2495.62,130.85,3.1498,1.23444,110.24,5
9/15/2017,2500.23,130.84,3.1556,1.23722,110.83,6
9/18/2017,2503.87,130.63,3.1656,1.23611,111.57,2
9/19/2017,2506.65,130.62,3.1691,1.23722,111.59,3
9/20/2017,2508.24,130.61,3.1711,1.23556,112.22,4
9/21/2017,2500.6,130.61,3.1615,1.23722,112.48,5
9/22/2017,2502.22,130.57,3.1636,1.23833,111.99,6
9/25/2017,2496.66,130.63,3.1562,1.23667,111.73,2
9/26/2017,2496.84,130.7,3.1565,1.23444,112.24,3
9/27/2017,2507.04,130.71,3.1694,1.235,112.84,4
9/28/2017,2510.06,130.71,3.1732,1.235,112.34,5
9/29/2017,2519.36,130.7,3.1836,1.23222,112.51,6
10/2/2017,2529.12,132.21,3.1194,1.23333,112.77,2
10/3/2017,2534.58,132.13,3.1261,1.23778,112.85,3
10/4/2017,2537.74,132.05,3.13,1.23778,112.76,4
10/5/2017,2552.07,132.11,3.1477,1.23778,112.82,5
10/6/2017,2549.33,132.1,3.1443,1.235,112.65,6
10/9/2017,2544.73,131.99,3.1387,1.23722,112.68,2
10/10/2017,2550.64,131.83,3.146,1.23778,112.45,3
10/11/2017,2555.24,131.78,3.1516,1.23889,112.5,4
10/12/2017,2550.93,131.81,3.1463,1.23889,112.28,5
10/13/2017,2553.17,131.94,3.1472,1.23667,111.82,6
10/16/2017,2557.64,132,3.1527,1.23666,112.19,2
10/17/2017,2559.36,132.08,3.1548,1.23777,112.2,3
10/18/2017,2561.26,132.14,3.1572,1.23888,112.94,4
10/19/2017,2562.1,132.33,3.1582,1.23888,112.54,5
10/20/2017,2575.21,132.16,3.1744,1.23788,113.52,6
10/23/2017,2564.98,131.87,3.1617,1.23788,113.43,2
10/24/2017,2569.13,132,3.1669,1.23955,113.9,3
10/25/2017,2557.15,132.14,3.1521,1.23999,113.74,4
10/26/2017,2560.4,132.3,3.1561,1.24166,113.98,5
10/27/2017,2581.07,132.92,3.1812,1.24233,113.67,6
10/30/2017,2572.83,133.01,3.1701,1.24214,113.18,2
10/31/2017,2575.26,132.98,3.1749,1.24333,113.64,3
11/1/2017,2579.36,133.18,3.1799,1.24333,114.18,4
11/2/2017,2579.85,133.45,3.1805,1.24212,114.08,5
11/3/2017,2587.84,133.57,3.1902,1.24322,114.07,6
11/6/2017,2591.13,133.54,3.1943,1.24424,113.71,2
11/7/2017,2590.64,133.48,3.1937,1.24389,114.01,3
11/8/2017,2594.38,133.43,3.1983,1.24606,113.87,4
11/9/2017,2584.62,133.51,3.1863,1.24494,113.47,5
11/10/2017,2582.3,133.55,3.1834,1.24606,113.53,6
11/13/2017,2584.84,133.5,3.1861,1.25028,113.62,2
11/14/2017,2578.87,133.52,3.1788,1.2635,113.46,3
11/15/2017,2564.62,133.56,3.1612,1.266,112.88,4
11/16/2017,2585.64,133.58,3.1871,1.28267,113.06,5
11/17/2017,2578.85,133.63,3.1788,1.28719,112.1,6
11/20/2017,2582.14,133.6,3.1829,1.29418,112.62,2
11/21/2017,2599.03,133.63,3.2037,1.31287,112.45,3
11/22/2017,2597.08,133.66,3.2013,1.3275,111.22,4
11/24/2017,2602.42,133.68,3.2079,1.33756,111.53,6
11/27/2017,2601.42,133.7,3.206,1.34676,111.09,2
11/28/2017,2627.04,133.71,3.2376,1.34978,111.48,3
11/29/2017,2626.07,133.73,3.2364,1.36069,111.93,4
11/30/2017,2647.58,133.75,3.2605,1.37188,112.54,5
12/1/2017,2642.22,133.87,3.2538,1.37938,112.17,6
12/4/2017,2639.44,133.87,3.2503,1.39181,112.41,2
12/5/2017,2629.57,133.93,3.2376,1.40319,112.6,3
12/6/2017,2629.27,133.82,3.2371,1.40688,112.29,4
12/7/2017,2636.98,133.86,3.2466,1.43185,113.09,5
12/8/2017,2651.5,133.84,3.2645,1.44438,113.48,6
12/11/2017,2659.99,133.95,3.2749,1.45951,113.56,2
12/12/2017,2664.11,133.97,3.28,1.47195,113.55,3
12/13/2017,2662.85,133.92,3.2784,1.47703,112.54,4
12/14/2017,2652.01,133.91,3.2651,1.49078,112.39,5
12/15/2017,2675.81,133.92,3.2944,1.495,112.6,6
12/18/2017,2690.16,133.84,3.3175,1.50113,112.55,2
12/19/2017,2681.47,133.78,3.3068,1.51113,112.89,3
12/20/2017,2679.25,133.93,3.304,1.53488,113.4,4
12/21/2017,2684.57,134.15,3.3106,1.55213,113.33,5
12/22/2017,2683.34,134.17,3.3091,1.56375,113.29,6
12/26/2017,2680.5,134.19,3.3094,1.56375,113.23,3
12/27/2017,2682.62,134.18,3.312,1.569,113.35,4
12/28/2017,2687.54,134,3.3181,1.56775,112.87,5
12/29/2017,2673.61,134,3.3005,1.56425,112.69,6
1/2/2018,2695.81,146.23,3.302,1.56175,112.29,3
1/3/2018,2713.06,146.74,3.3212,1.55688,112.51,4
1/4/2018,2723.99,147.57,3.3345,1.555,112.75,5
1/5/2018,2743.15,148.49,3.358,1.5525,113.05,6
1/8/2018,2747.71,149.51,3.3636,1.55375,113.09,2
1/9/2018,2751.29,149.95,3.368,1.55375,112.65,3
1/10/2018,2748.23,150.2,3.3642,1.55375,111.44,4
1/11/2018,2767.56,150.53,3.3879,1.55945,111.26,5
1/12/2018,2786.24,150.52,3.4108,1.55947,111.06,6
1/16/2018,2776.42,150.89,3.3987,1.55613,110.45,3
1/17/2018,2802.56,151.35,3.4307,1.5575,111.29,4
1/18/2018,2798.03,151.94,3.4251,1.56118,111.11,5
1/19/2018,2810.3,152.41,3.4401,1.56128,110.77,6
1/22/2018,2832.97,152.68,3.468,1.56014,110.92,2
1/23/2018,2839.13,152.92,3.4755,1.56135,110.31,3
1/24/2018,2837.54,153.12,3.4735,1.56137,109.22,4
1/25/2018,2839.25,153.11,3.4756,1.56693,109.41,5
1/26/2018,2872.87,153.52,3.5178,1.56777,108.58,6
1/29/2018,2853.53,153.69,3.5008,1.57345,108.96,2
1/30/2018,2822.43,153.92,3.4626,1.5747,108.78,3
1/31/2018,2823.81,154.34,3.4627,1.5797,109.19,4
2/1/2018,2821.98,155.93,3.4605,1.57946,109.4,5
2/2/2018,2762.13,156.06,3.3868,1.57957,110.17,6
2/5/2018,2648.94,156.01,3.2428,1.58007,109.09,2
2/6/2018,2695.14,156.11,3.2994,1.57926,109.56,3
2/7/2018,2681.66,156.25,3.2829,1.57932,109.33,4
2/8/2018,2581,156.31,3.1597,1.58077,108.74,5
2/9/2018,2619.55,156.41,3.2068,1.5832,108.8,6
2/12/2018,2656,156.44,3.2515,1.5875,108.66,2
2/13/2018,2662.94,156.46,3.2595,1.5875,107.82,3
2/14/2018,2698.63,156.44,3.3032,1.58813,107.01,4
2/15/2018,2731.2,156.48,3.3431,1.59,106.13,5
2/16/2018,2732.22,156.44,3.3443,1.59375,106.21,6
2/20/2018,2716.26,156.38,3.3244,1.59563,107.33,3
2/21/2018,2701.33,156.34,3.3062,1.60251,107.78,4
2/22/2018,2703.96,156.31,3.3094,1.6207,106.75,5
2/23/2018,2747.3,156.38,3.3624,1.6312,106.89,6
2/26/2018,2779.6,156.37,3.4016,1.648,106.93,2
2/27/2018,2744.28,156.4,3.3584,1.66418,107.33,3
2/28/2018,2713.83,156.38,3.3208,1.67007,106.68,4
3/1/2018,2677.67,156.47,3.2749,1.6862,106.24,5
3/2/2018,2691.25,156.49,3.2917,1.6905,105.75,6
3/5/2018,2720.94,156.49,3.3278,1.7017,106.2,2
3/6/2018,2728.12,156.51,3.3366,1.71131,106.13,3
3/7/2018,2726.8,156.42,3.335,1.71794,106.07,4
3/8/2018,2738.97,156.37,3.3499,1.73957,106.23,5
3/9/2018,2786.57,156.37,3.4082,1.75032,106.82,6
3/12/2018,2783.02,156.43,3.4038,1.76495,106.42,2
3/13/2018,2765.31,156.38,3.3821,1.7766,106.58,3
3/14/2018,2749.48,156.39,3.3628,1.78638,106.32,4
3/15/2018,2747.33,156.39,3.3602,1.8082,106.34,5
3/16/2018,2752.01,156.38,3.3659,1.82207,106.01,6
3/19/2018,2712.92,155.9,3.3242,1.84067,106.1,2
3/20/2018,2716.94,155.92,3.3292,1.85382,106.53,3
3/21/2018,2711.93,155.93,3.323,1.86125,106.05,4
3/22/2018,2643.69,155.96,3.2394,1.8715,105.28,5
3/23/2018,2588.26,155.98,3.1715,1.875,104.74,6
3/26/2018,2658.55,155.98,3.2572,1.87688,105.41,2
3/27/2018,2612.62,155.98,3.2009,1.87688,105.34,3
3/28/2018,2605,155.98,3.1914,1.88688,106.85,4
3/29/2018,2640.87,155.97,3.2353,1.88313,106.43,5
4/2/2018,2581.88,156.15,3.1331,1.88313,105.89,2
4/3/2018,2614.45,156.23,3.1727,1.8775,106.61,3
4/4/2018,2644.69,156.21,3.2104,1.89063,106.78,4
4/5/2018,2662.84,156.15,3.2324,1.89519,107.39,5
4/6/2018,2604.47,156.18,3.1615,1.89713,106.93,6
4/9/2018,2613.16,156.19,3.1722,1.89713,106.77,2
4/10/2018,2656.87,156.19,3.2252,1.89438,107.2,3
4/11/2018,2642.19,156.25,3.2074,1.89563,106.79,4
4/12/2018,2663.99,156.31,3.2346,1.89688,107.33,5
4/13/2018,2656.3,156.24,3.2252,1.8955,107.35,6
4/16/2018,2677.84,156.27,3.2514,1.89426,107.12,2
4/17/2018,2706.39,156.37,3.2861,1.89563,107,3
4/18/2018,2708.64,156.47,3.2888,1.89707,107.23,4
4/19/2018,2693.13,156.56,3.27,1.89826,107.37,5
4/20/2018,2670.14,156.54,3.2421,1.89695,107.66,6
4/23/2018,2670.29,156.68,3.2422,1.89711,108.71,2
4/24/2018,2634.56,156.78,3.1988,1.89826,108.82,3
4/25/2018,2639.4,156.9,3.2047,1.89988,109.43,4
4/26/2018,2666.94,157.29,3.2381,1.90076,109.3,5
4/27/2018,2669.91,157.79,3.2414,1.90701,109.05,6
4/30/2018,2648.05,157.88,3.2148,1.90932,109.34,2
5/1/2018,2654.8,158.05,3.2214,1.90875,109.86,3
5/2/2018,2635.67,158.3,3.1992,1.91713,109.84,4
5/3/2018,2629.73,158.32,3.1915,1.9227,109.19,5
5/4/2018,2663.42,158.33,3.2323,1.9277,109.12,6
5/7/2018,2672.63,158.39,3.2416,1.9277,109.09,2
5/8/2018,2671.92,158.44,3.2407,1.92851,109.13,3
5/9/2018,2697.79,158.53,3.2713,1.92851,109.74,4
5/10/2018,2723.07,158.62,3.3023,1.91839,109.4,5
5/11/2018,2727.72,158.63,3.3079,1.91871,109.39,6
5/14/2018,2730.13,158.77,3.3107,1.93375,109.66,2
5/15/2018,2711.45,158.76,3.288,1.93875,110.35,3
5/16/2018,2722.46,158.78,3.3014,1.935,110.4,4
5/17/2018,2720.13,158.8,3.2985,1.94775,110.77,5
5/18/2018,2712.97,158.84,3.2898,1.95275,110.78,6
5/21/2018,2733.01,158.88,3.3145,1.96125,111.05,2
5/22/2018,2724.44,158.96,3.3041,1.96538,110.9,3
5/23/2018,2733.29,159.06,3.3148,1.95969,110.08,4
5/24/2018,2727.76,159.05,3.3081,1.96827,109.26,5
5/25/2018,2721.33,159.04,3.3003,1.97563,109.41,6
5/29/2018,2689.86,159.05,3.2618,1.98031,108.77,3
5/30/2018,2724.01,159.1,3.3032,1.98246,108.91,4
5/31/2018,2705.27,159,3.2782,2.0007,108.82,5
6/1/2018,2734.62,159.38,3.3132,2.00468,109.54,6
6/4/2018,2746.87,159.4,3.3281,2.01297,109.82,2
6/5/2018,2748.8,159.34,3.3302,2.02454,109.79,3
6/6/2018,2772.35,159.46,3.3587,2.02961,110.18,4
6/7/2018,2770.37,159.52,3.3535,2.04638,109.7,5
6/8/2018,2779.03,159.55,3.364,2.04617,109.55,6
6/11/2018,2782,159.56,3.3676,2.04738,110.03,2
6/12/2018,2786.85,159.54,3.3735,2.05725,110.37,3
6/13/2018,2775.63,159.53,3.3599,2.07325,110.34,4
6/14/2018,2782.49,159.62,3.3682,2.08506,110.63,5
6/15/2018,2779.66,159.6,3.3648,2.08494,110.66,6
6/18/2018,2773.75,159.43,3.3568,2.08375,110.55,2
6/19/2018,2762.59,159.54,3.3433,2.08788,110.06,3
6/20/2018,2767.32,159.52,3.3455,2.08363,110.36,4
6/21/2018,2749.76,159.57,3.3242,2.09113,109.99,5
6/22/2018,2754.88,159.51,3.3304,2.09775,109.97,6
6/25/2018,2717.07,159.55,3.2835,2.10288,109.77,2
6/26/2018,2723.06,159.63,3.2908,2.10188,110.06,3
6/27/2018,2699.63,159.66,3.2624,2.0935,110.26,4
6/28/2018,2716.31,159.66,3.2826,2.09213,110.49,5
6/29/2018,2718.37,159.65,3.284,2.09025,110.76,6
7/2/2018,2726.71,160.13,3.2849,2.09994,110.9,2
7/3/2018,2713.22,160.11,3.2686,2.08588,110.59,3
7/5/2018,2736.61,160.1,3.2968,2.09713,110.64,5
7/6/2018,2759.82,160.03,3.3248,2.08625,110.47,6
7/9/2018,2784.17,160.1,3.3541,2.0775,110.85,2
7/10/2018,2793.84,160.1,3.3657,2.0665,111,3
7/11/2018,2774.02,160.11,3.3419,2.07425,112.01,4
7/12/2018,2798.29,160.12,3.3711,2.07163,112.55,5
7/13/2018,2801.31,160.09,3.3747,2.07325,112.38,6
7/16/2018,2798.43,160.18,3.3712,2.0785,112.29,2
7/17/2018,2809.55,160.21,3.3846,2.08175,112.88,3
7/18/2018,2815.62,160.3,3.3919,2.08625,112.86,4
7/19/2018,2804.49,160.31,3.3785,2.081,112.47,5
7/20/2018,2801.83,160.38,3.3749,2.069,111.41,6
7/23/2018,2806.98,160.49,3.3811,2.06363,111.35,2
7/24/2018,2820.4,160.75,3.3972,2.07013,111.2,3
7/25/2018,2846.07,160.84,3.4282,2.07688,110.98,4
7/26/2018,2837.44,160.99,3.4178,2.07163,111.23,5
7/27/2018,2818.82,161.12,3.3957,2.07675,111.05,6
7/30/2018,2802.6,161.04,3.3766,2.0815,111.04,2
7/31/2018,2816.29,161.17,3.3929,2.08138,111.86,3
8/1/2018,2813.36,161.45,3.3894,2.08213,111.73,4
8/2/2018,2827.22,161.49,3.4061,2.08019,111.66,5
8/3/2018,2840.35,161.42,3.4218,2.07931,111.25,6
8/6/2018,2850.4,161.6,3.4361,2.08256,111.4,2
8/7/2018,2858.45,161.64,3.4458,2.07113,111.38,3
8/8/2018,2857.7,161.6,3.4449,2.06344,110.98,4
8/9/2018,2853.58,161.63,3.4399,2.06731,111.08,5
8/10/2018,2833.28,161.66,3.4155,2.06675,110.83,6
8/13/2018,2821.93,161.61,3.4014,2.06269,110.7,2
8/14/2018,2839.96,161.62,3.4232,2.0635,111.15,3
8/15/2018,2818.37,161.69,3.3971,2.06,110.74,4
8/16/2018,2840.69,161.74,3.424,2.07738,110.9,5
8/17/2018,2850.13,161.75,3.4354,2.06938,110.5,6
8/20/2018,2857.05,161.72,3.4436,2.067,110.07,2
8/21/2018,2862.96,161.72,3.4507,2.06588,110.31,3
8/22/2018,2861.82,161.73,3.4488,2.066,110.56,4
8/23/2018,2856.98,161.62,3.443,2.06475,111.29,5
8/24/2018,2874.69,161.69,3.4643,2.07275,111.24,6
8/27/2018,2896.74,161.68,3.4909,2.07275,111.08,2
8/28/2018,2897.52,161.71,3.4941,2.07488,111.19,3
8/29/2018,2914.04,161.7,3.5141,2.07588,111.68,4
8/30/2018,2901.13,161.7,3.4967,2.10375,110.98,5
8/31/2018,2901.52,161.7,3.4987,2.11375,111.03,6
9/4/2018,2896.72,161.88,3.4926,2.12031,111.41,3
9/5/2018,2888.6,161.88,3.4828,2.1205,111.53,4
9/6/2018,2878.05,161.87,3.4701,2.13256,110.75,5
9/7/2018,2871.68,161.89,3.4624,2.131,110.99,6
9/10/2018,2877.13,161.88,3.4687,2.13894,111.13,2
9/11/2018,2887.89,161.91,3.4817,2.14794,111.63,3
9/12/2018,2888.92,161.93,3.4829,2.13444,111.26,4
9/13/2018,2904.18,161.91,3.5013,2.15844,111.92,5
9/14/2018,2904.98,161.86,3.5023,2.16469,112.06,6
9/17/2018,2888.8,161.79,3.4861,2.16813,111.85,2
9/18/2018,2904.31,161.82,3.5048,2.16525,112.36,3
9/19/2018,2907.95,161.91,3.5092,2.18244,112.28,4
9/20/2018,2930.75,161.82,3.5367,2.21219,112.49,5
9/21/2018,2929.67,161.73,3.5354,2.21581,112.59,6
9/24/2018,2919.37,161.49,3.5228,2.21819,112.8,2
9/25/2018,2915.56,161.5,3.5182,2.23006,112.97,3
9/26/2018,2905.97,161.48,3.5066,2.24219,112.73,4
9/27/2018,2914,161.51,3.5162,2.256,113.38,5
9/28/2018,2913.98,161.57,3.5149,2.26056,113.7,6
10/1/2018,2924.59,163.27,3.4972,2.26513,113.93,2
10/2/2018,2923.43,163.16,3.4957,2.27394,113.65,3
10/3/2018,2925.51,163.18,3.4982,2.27925,114.53,4
10/4/2018,2901.61,163.11,3.4696,2.28063,113.91,5
10/5/2018,2885.57,163.1,3.4504,2.27669,113.72,6
10/8/2018,2884.43,163.12,3.449,2.28406,113.23,2
10/9/2018,2880.34,163.16,3.4441,2.28713,112.96,3
10/10/2018,2785.68,162.98,3.3309,2.28319,112.27,4
10/11/2018,2728.37,162.89,3.265,2.2795,112.16,5
10/12/2018,2767.13,162.97,3.3114,2.27975,112.21,6
10/15/2018,2750.79,163.02,3.2918,2.2895,111.77,2
10/16/2018,2809.92,163.05,3.3626,2.28713,112.25,3
10/17/2018,2809.21,163.09,3.3617,2.282,112.65,4
10/18/2018,2768.78,163.07,3.3134,2.27963,112.21,5
10/19/2018,2767.78,163.02,3.3122,2.28188,112.55,6
10/22/2018,2755.88,163.08,3.2979,2.2865,112.82,2
10/23/2018,2740.69,163.1,3.2797,2.28138,112.44,3
10/24/2018,2656.1,163.18,3.1785,2.29406,112.26,4
10/25/2018,2705.57,163.4,3.2377,2.29494,112.42,5
10/26/2018,2658.69,163.63,3.182,2.29669,111.91,6
10/29/2018,2641.25,163.74,3.1587,2.302,112.37,2
10/30/2018,2682.63,163.74,3.2089,2.29938,113.13,3
10/31/2018,2711.74,163.89,3.228,2.30688,112.94,4
11/1/2018,2740.37,164.03,3.2621,2.31356,112.72,5
11/2/2018,2723.06,163.79,3.2417,2.31788,113.2,6
11/5/2018,2738.31,164.02,3.2585,2.316,113.19,2
11/6/2018,2755.45,164.02,3.2801,2.31688,113.43,3
11/7/2018,2813.89,164.03,3.3496,2.31531,113.52,4
11/8/2018,2806.83,164.01,3.3412,2.31844,114.07,5
11/9/2018,2781.01,163.94,3.3105,2.31438,113.83,6
11/12/2018,2726.22,163.94,3.2453,2.30663,113.84,2
11/13/2018,2722.18,163.88,3.2453,2.3065,113.81,3
11/14/2018,2701.58,163.88,3.2207,2.31038,113.63,4
11/15/2018,2730.2,163.86,3.2546,2.3025,113.64,5
11/16/2018,2736.27,163.77,3.2619,2.30088,112.83,6
11/19/2018,2690.73,163.71,3.2065,2.30025,112.55,2
11/20/2018,2641.89,163.68,3.1483,2.3055,112.77,3
11/21/2018,2649.93,163.67,3.1579,2.31513,113.06,4
11/23/2018,2632.56,163.67,3.1372,2.32188,112.96,6
11/26/2018,2673.45,163.65,3.1847,2.33675,113.58,2
11/27/2018,2682.17,163.64,3.1951,2.34931,113.79,3
11/28/2018,2743.79,163.69,3.2685,2.34463,113.68,4
11/29/2018,2737.76,163.61,3.26,2.34925,113.48,5
11/30/2018,2760.17,163.61,3.2869,2.34694,113.57,6
12/3/2018,2790.37,163.83,3.3206,2.37888,113.66,2
12/4/2018,2700.06,163.79,3.2131,2.3795,112.77,3
12/6/2018,2695.95,163.73,3.2082,2.38694,112.68,5
12/7/2018,2633.08,163.72,3.1334,2.40019,112.69,6
12/10/2018,2637.72,163.61,3.1389,2.4205,113.33,2
12/11/2018,2636.78,163.58,3.1378,2.43238,113.38,3
12/12/2018,2651.07,163.5,3.1548,2.44013,113.29,4
12/13/2018,2650.54,163.39,3.1542,2.45513,113.63,5
12/14/2018,2599.95,163.37,3.094,2.455,113.39,6
